country_code,country,year,inflation,gfcf,gov_exp,life_expectancy,gdp_per_capita
LUX,Luxembourg,YR2014,0.628543985440717,19.1517354973098,11.3736276626587,82.2292682926829,105296.284588232
LTU,Lithuania,YR2014,0.103758009433709,18.8699907447275,14.5009775161743,74.5170731707317,28184.2813023168
LVA,Latvia,YR2014,0.620490636732421,22.796512897213,15.1853151321411,74.1243902439024,23815.6086023522
KGZ,Kyrgyz Republic,YR2014,7.53424729775883,32.491028066305,18.2590274810791,70.4024390243902,4279.16679979308
KAZ,Kazakhstan,YR2014,6.70657829092725,21.5559106762948,17.3248329162598,71.44,24689.8155192184
ITA,Italy,YR2014,0.241047429826756,16.7221680938053,7.94235134124756,83.090243902439,36194.873918843
IRL,Ireland,YR2014,0.182542316627901,20.5948992365453,12.1197938919067,81.3487804878049,51238.8003290093
ISL,Iceland,YR2014,2.04461481539333,17.158264022527,15.1298274993896,82.8609756097561,45996.9687476901
HUN,Hungary,YR2014,-0.227566270988219,22.0098079217717,10.3912000656128,75.7634146341463,25691.5272556351
GRC,Greece,YR2014,-1.31226096405506,10.8342851340746,8.53313446044922,81.3853658536585,26625.0618096799
DEU,Germany,YR2014,0.906794000434246,20.0402742337135,9.74810409545898,81.090243902439,47011.5510935131
GEO,Georgia,YR2014,3.06881210379543,21.8545174142141,12.5074939727783,73.099,11548.8063074476
FRA,France,YR2014,0.50775882293799,21.8196872681433,9.59419918060303,82.719512195122,40144.0268283679
FIN,Finland,YR2014,1.04119621178439,21.4720368105869,11.0744342803955,81.1804878048781,41757.4021894413
EST,Estonia,YR2014,-0.10617514652171,25.743933652783,14.616979598999,77.0341463414634,28945.4653303277
DNK,Denmark,YR2014,0.56402054044954,19.1636561177251,12.9065752029419,80.7,47901.4473627066
CZE,Czechia,YR2014,0.343988589646794,25.4036227445288,10.6447257995605,78.8243902439024,32502.4753540118
CYP,Cyprus,YR2014,-1.35498885446296,13.34452963458,11.3143348693848,80.771,30080.26953125
HRV,Croatia,YR2014,-0.215196159576268,18.9557051963194,10.6503143310547,77.4780487804878,22409.2640184121
